	Id	Text	Label
16731	20206672_gab	every time i see the australian abc publically funded broadcaster advertising trans gay mardi gras i feel physically sick i literally get a bad taste in my mouth perhaps its time i should start insisting that the <number> normies get <number> of the funding for promotion of wholesome standards	hatespeech
15880	17684585_gab	she is tired of liberal faggots uwuu give me welfare open the borders i love refugees and trannies weak men turn her off she wants to be in a nationalist bed	offensive
7540	26871375_gab	ibor is dumb boomer kike shill proposition only paul nehlen shall not censor is worth a while	hatespeech
13287	12329154_gab	wow this guy is seriously retarded he considers racist socialism to be hate speech when practiced by black people but it ok if it done by white people this is so dumb i am tempted to say this thing is subhuman and witnout any valid claims to rights	offensive
7344	1179073524364910592_twitter	<user> it just the way u called her a dry ass white bitch it so funnyajjsjdhdh	normal
18175	2547072_gab	<user> this is an uninformed post regarding the lesbian comment there is absolutely no evidence that michael moore likes women	offensive
17512	23148299_gab	real women really do seem to hate those soyboys	normal
16498	19520684_gab	just what america needs going into the 2 1 st century hundreds of thousands of fat retarded burka clad somalian bitches to do the jobs that fat retarded african american weave clad bitches will not do	hatespeech
10646	1091427048755732482_twitter	i have nothing against blacks asians hispanics mixed but if you include them in movies or video games it forced diversity 😡 😡 😡 😡	offensive
14302	13372288_gab	and this is the thanks the bitch gives	offensive
18131	25302940_gab	obama is a corrupt lying muslim pos who goal is to destroy traditional us culture values for islam trump killing his anti us deal w iran upset the little punk <user> tcot pjnet maga lnyhbt wakeupamerica	offensive
9658	1178822503856267265_twitter	how to tell if a game engineering job in santa ana ca it a literal white supremacist nazi	normal
11229	1117389538198999040_twitter	<user> the guy should be sacked basically calling brexit voters nazi	normal
15561	16951792_gab	twatter is dominated by the regressive left who deal in emotion not logic multiculturalism is a cancer that has brought down civilizations throughout history on gab it okay to be white and okay to speak freely	offensive
11350	11235378_gab	<user> fancy meeting you here brother twitter shoah d me too did you get back on yet i am thinking of spending a little time here in the gab ghetto before i go back	offensive
5513	18208498_gab	can not believe that fucking bitch hit my car	offensive
12983	12168951_gab	you can read his statements for yourself why can not he say wall instead of the gay faggot words border security because there will be no wall fucking jared kushner and ivanka fucking us too by making daddy trump believe this dumb daca shit scam	hatespeech
6956	20477640_gab	i know and work with many indians and sikhs almost all are hard working polite honourable people who don t like blacks jews queers or liberals	normal
3457	1178759082318143488_twitter	why dykes always out here lookin for love you all some emo ass niggas	offensive
8900	1178523206334009344_twitter	having a gym class full of white boys can either be heaven or hell	normal
5255	1179063715049590789_twitter	<user> ahh the old i do not hate jews i just hate almost all of them including ones who visit jewish holy sites defence yeah that works 🤨 get in the bin	normal
9545	17177231_gab	bullshit it amazes me how far kike shills will go to defend that trash	hatespeech
6362	1179068820939530241_twitter	<user> progressives socialists democrats know their only way to stay in power is through illegal aliens americans know they do not care about us	normal
186	15481820_gab	make the word nigger great again make racial slurs great again my dad told us bedtime stories w bad guys jip the jap jigaboo jones his mom my german grandmother w german accent always called blacks darkies jews jewish shysters <user> pc terminology is part of the brainwashing	hatespeech
18440	26526265_gab	arabs attacked israel lmao bitch are you retarded hahahahahahahaha how did arabs attack a country that did not exist lol and the jewish invasion of palestine that created israel wasn t an attack lmao	offensive
14532	14010801_gab	bare naked islam brought to you by the bare naked ladies	hatespeech
13217	12299423_gab	these yuri boards need to stop the purpose of life is to perpetuate the species two girls cannot reproduce two girls would not make good parents sociologists agree children reared in gay households are more likely to be homosexual all this proves yuri is immoral and wrong it just science	offensive
16905	21006289_gab	i am sure vox gay would have brought up his astronomical iq by now though it is something he seems to have a problem managing	offensive
2049	14949935_gab	podhoretz is kike trash that needs a horrific reckoning	hatespeech
20025	9527049_gab	this hit piece tries to paint anti hijra activist corcoran as a hypocrite since her parents are immigrants from ireland and germany and she has two adopted vietnamese children but are any of them trying to push for the erinization teutonization or vietization of america no	normal
10623	1090255373489991680_twitter	<user> shot up i hate you	normal
4084	1178912010760704000_twitter	i really do not get white australians hatred of immigrants you are all literally immigrants wtf is wrong with you all i mean i get you hate poc but come on	normal
13375	1237823839540740096_twitter	<user> someone give me muslim accounts to follow i wanna practice my lying	offensive
5910	1162708774815223808_twitter	me girl otherwise you just a sad ass bitch 😇	offensive
11827	1165536042658648065_twitter	this man looks so fucking fine with just his white t shirt amp gold chain on — brb gonna make him my man	offensive
5605	1178495639035895813_twitter	my brother calls me versace sensei for some reason and everyone thinks i am some weird bitch when he screams it to me	normal
11894	1167917262520471552_twitter	old ass bitch called me gay at the gas station yes that ’ a fact i will also fuck you up 🤗	offensive
16042	18112013_gab	<number> of white women have non white babies because of the brain washing of the media they date men of color to prove they are not racist wind up with muslims ghetto men and members of the drug cartel	offensive
11448	11288841_gab	thanks for reminding us natsoc is pan nationalist all ppl have a right to their own nation free of jews globalists	offensive
4598	11754109_gab	ireland a bit surprising maybe recent nigger arrivals over represented in sample or they are really cucked on the other extreme slav countries ftw	hatespeech
14920	15317623_gab	hey harry summat for you to learn niggers gonna nig	hatespeech
4819	17710836_gab	love pissing off the kike 😀 🤣 🤣	offensive
11059	1110650344466464768_twitter	<user> damn he actually retarded	offensive
5672	18530203_gab	there goes your paki cow god	offensive
5152	26403158_gab	fuck that nigger tyrone and that nigger dick sucker	hatespeech
8439	16736512_gab	you do not have to win over nigger and mexican and other third world voters when you have the military and law enforcement and the media the media actually being the easiest to get because you just fucking take it once you have the military just as you take the government	hatespeech
10092	10328185_gab	the human family needs to separate into individual race groups for a few hundred years we can reconvene after that and each group will take its tech with it blacks and arabs will object to this because they do not bring shit to the table except fgm murder etc fuck islam blackmenmurder	hatespeech
9702	1178758526145089538_twitter	<user> reminds me of the god less spell checker guy demanding the deplatforming of some muslim fundies off bbc nightline some years ago only to then be free speech absolutest when it comes to white nationalists going on national tv they are full of hypocrisies	normal
1589	1178848068621541376_twitter	<number> years after i was raped and never thought i could live again	normal
10575	10883257_gab	using gas lighting propaganda for you horrible white southerners meant nothing real	normal
12651	1201270352258699264_twitter	if you defend derek carr after today you ’ re a fucking faggot suspend me i don ’ t care do me a favor and suspend me from this bullshit	offensive
2187	1178838216184479744_twitter	<user> it starts off with that infamous footage where trump egomaniacally rudely arrogantly pushes away the prime minister of montenegro and trump is proud of that footage apparently we are letting trump down not sending in men with white coats to take care of him	normal
1054	1179073367057547269_twitter	<user> dis nigga called us coons and niggers with a er am i missing something lmao	normal
1499	1118313782453780480_twitter	ladies we not taking no niggas serious starting june it summer so they bout to have <number> girlfriends	normal
15499	16827400_gab	what are the bio leninists going to do when we or the asians create a genetically modified subspecies	undecided
1804	19115010_gab	black be bootyful sheboons something even their gorillas dont want nobody wants	hatespeech
1676	1185143079323357184_twitter	bro nosey ass bitches	normal
7568	26686413_gab	has this nigger looked in the mirror lately	hatespeech
490	1179094439186141184_twitter	by the time you reach an age you start hating a muslim you do it but why you do it you dont know you might have been told about the myth fake narratives and whatsapp forwards muslim invaded or how they captured raped hindu woman and subjugated them	normal
2593	1187825768753221633_twitter	hignfy shoe horned corbyn bashing in with made up breaking news 😏	normal
9000	1179088540652601345_twitter	<user> <user> <user> today debate on nrc those who are equating muslims with hindu immigrants from bangladesh must read nhrc definition of a refugee to remove their bias against rss bjp muslim persecutors can not b refugees coming from a muslim country	normal
6232	8079416_gab	<user> had to refollow you you goddamn jew nigger faggot cunt maple syrup drinking muzzie or fantastic gentleman take your pick	hatespeech
6992	15319506_gab	i graduated from university high in irvine in the mid 7 0 i think the last time it was mostly white was maybe in the mid <number> or so all the vc got moved into garden grove and now almost all of oc is beaners and slopes	hatespeech
11585	1145351759205818368_twitter	i am not your devil you are zealots and nazis burn the christian air force	normal
16924	21059247_gab	when i say jew like i mean i read and think and i do not change positions like all you christian conservative faggots even if you call yourself racialists most of you really are just another whitewashed mewling christian cuntservative	hatespeech
8877	18489663_gab	you wish i own my shit see it called work ethic something nigger know nothing about	hatespeech
4098	1178808989552787457_twitter	are ps4 faggots still mad that the best game atlus will ever make is tokyo mirage sessions yeah they mad mad is the only ps4 exclusive	normal
7585	25520976_gab	la tradución es una mierda kike soy español y ponen vuestra base de ingles de mierda de izquierda comunista	normal
13116	1222524448827273217_twitter	<user> how many caucasians are infected with the virus	normal
6073	1178981521459335168_twitter	look man i am sorry i am such a faggot hoe	offensive
12429	1189793119606312962_twitter	any nigga that allow they self to beef with a female is a faggot	offensive
2100	1179103283446718465_twitter	kinda disappointing to see <user> censoring rocketman major scenes being cut down and edited to avoid showing anything too gay	normal
360	1178947576667750400_twitter	<user> retarded is when women do not get their books checked before its too late	normal
17486	23069507_gab	domt worry police will be doing gay pride you cannot punch them as they have a load of cameras maybe islam should turn on em they make me sick they are common purpose wankers	offensive
8843	23810387_gab	you know the type greedy hook nose kike would send a country into famine if the shekels were right	hatespeech
7729	1179074849232293889_twitter	guilty as fuckin charged fuck dat white bitch	normal
11214	1116973303661584384_twitter	<user> he already admitted to being a guy just say you are gay and let this delusion die	normal
6460	12606818_gab	<number> pervs and a muzzie bitch	hatespeech
19426	6178631_gab	the history of how copper wire was invented in six words two jews fighting over a penny	offensive
18218	25704249_gab	they do not mean to bring the fake refugees to their country u know it right they mean to build a wall around their border and shoot at everyone and at the same time helping other people to invade our countries	offensive
16630	19927516_gab	defends islam doesnt want to see islam erased from existence why not crusade against the jews and the sandniggers class remember the golden rule if you hate trump for any reason you may as well be antifa and a jew yourself namethejew <user> is a jew	hatespeech
7650	1178273282610667522_twitter	let me go and watch power because you niggers have no respect	hatespeech
18607	27185816_gab	it actually making blax angrier as it is showing huwhytes what is really happening and that most of the violence directed at dindu is justified notice it takes longer and longer to get video evidence where as before those recordings were readily available	undecided
14251	13240558_gab	how long until it is revealed hollywood stars and directors raped and molested children regularly and it was known and an open secret within the industry	normal
7668	1122635337463996418_twitter	without kd gsw would have <number> championship they need that nigga badly	normal
2157	1178873120804999169_twitter	pac said all you mfs fuck you too fuck u die slow mfs my <number> make sure all you all kid do not grow	normal
1958	1179060381970567170_twitter	dudes that wear all pink sneaks faggots and these females condoning it restoring the honor	hatespeech
18118	25258203_gab	tfw you are actually retarded enough to believe the q larp or that anyone of any significance in government will actually be prosecuted by president zion sleepy jeff or their gop friends across the aisle	offensive
7998	1179105382037254144_twitter	<user> <user> and all white onions should be caramelized yeah i said it	normal
13283	1232703500863393792_twitter	<user> <user> left pseudo seculars indirectly and the madarsa jihadis they are everywhere watch for them	normal
3634	1142521270925451264_twitter	atop the mountain dorothy needs to escape from phoebe or they will be sent to the clown dimension	normal
9385	25476794_gab	and there is nothing as bad as a filthy kike	hatespeech
18869	3145758_gab	i should give my passport to a jihadi for safekeeping so it never gets lost or damaged berlinchristmas	offensive
13350	1236325009230114817_twitter	<user> <user> a closeted gay man named donald trump	offensive
6743	1178702199439990785_twitter	you all i can not even make this up but my damn netflix got hacked by some fuckin raghead i am pissed	hatespeech
10896	1104144783310766089_twitter	the last true bastion of bipartisanship is criticizing the black muslim refugee congresswoman	offensive
11246	1117864564119330818_twitter	<user> yea that so so true more info han faggot it becoming feminine thanks for correcting me	hatespeech
2566	1179105028424048640_twitter	my bitch act like megan the stallion ☺️ 💃 she ghetto n nasty when she driving the boat 🤪 🍾	normal
476	19067466_gab	chris was mad at the paki christian piccalioni i want to hear his shit however <user> \u200d is willing to have him on his show and i am willing to co host see what this guy has to say hit us up piccalioni	normal
18811	27998697_gab	attention all lieberal feminazi here a cause for you put on your pussy hats and go get the toxic male responsible for actual pussy grabbing c mon lying bitches still waiting	hatespeech
12254	1182819011295236098_twitter	just me amp my bitch amp all she wanna do is hear me say some fly shit	offensive
14924	15324025_gab	canadians are being ruled by a retarded asshole	offensive
13717	1257695399126749184_twitter	it ’ honestly so cute that some non muslim countries are allowing the call to prayer in ramadan	normal
11774	1164182921676238848_twitter	<user> king of the jews hell he thinks he is the second coming of god	normal
8112	20027500_gab	how long do chuck the schmuck and nancy his water carrier believe they will b in power as beaner illegals take over new york and san fran oops forgot they can not think liberals r stupid short sighted fools	hatespeech
19777	8271175_gab	<number> <number> child refugees in sweden are adults	normal
14402	13698648_gab	never hit a woman in my life but with some of these kids walking the streets with hardly any clothes on and wondering why they are raped is beyond me i know they have a right to wear what they want but hell lets be honest here	undecided
3099	1178771115042312192_twitter	<user> i actually do notice that some italians have hook noses like jews of course they are still noticeably different but i have seen it before	normal
15925	17847254_gab	you are pretty retarded dude and english clearly is not your first language try punctuation next time it really helps	offensive
14713	14685837_gab	interesting stuff i will not lie with all the current talk of some blacks wanting to re segregate it hard to argue against most people think a militia enforced instant segregation when they hear the term white nationalism and that enforcement with violence is what scares them	normal
14435	13796553_gab	so explain why it the only aspect of history that is protected by laws in europe people go to jail for questioning any aspect of the holocaust	normal
8868	14874156_gab	so be sure not to do anything so our kike overlords do not become angry with us	hatespeech
9428	1177816917152862208_twitter	<user> srj scared them with his towelhead	normal
11578	1145109160691941377_twitter	<user> bitch was tiny but powerful	normal
16621	19843335_gab	without the jews we would not have all those illegals and arabs ur gay	offensive
11403	1125478379304751106_twitter	hm term limits jews worst enemy ‘ tis why florida is best state	offensive
7207	20111315_gab	one hell of a nigger picnic	hatespeech
6518	1179088669849931777_twitter	i am so happy we got rid of that disgusting navy blue belt thing from last season kit the all white kit looks so clean	normal
7781	16043267_gab	oh wow the nyc terrorist was an anti trumper raghead what a surprise imagine mee shock how long until they bury this story	hatespeech
1222	23101908_gab	asshole nigger juan williams is on the five whining about media manipulating people for their vote in the modern era while seemingly forgetting his whole reason for being on fox is to try to manipulate people minds to get their votes for his commie partners fuck you juan	hatespeech
11524	1143142884318896130_twitter	<user> storm the place get the immigrants out lock the cbp officers in for months on end	undecided
251	26702585_gab	thinks spic is mexican thinks they are right thinks they are smart 🤔	offensive
5121	1116794085476409344_twitter	yellow album so cold niggas thought it was a fluke	normal
9604	1179093352744009728_twitter	<user> <user> <user> syg and castle doctrine laws are ways white people declare open season on blacks they are all about letting white bois and gurls get away with murder absolutely intentional	normal
11883	11675063_gab	especially since he claims he is a gay man	normal
8167	1179096824075960320_twitter	<user> paedophiles are allowed to walk the streets because we would not want to stress them out but a man who protests in the streets over a victim of paedophiles who was gang raped and left in a bloody mess gets <number> months in jail	normal
13820	1263136019597135873_twitter	let make one thing clear you niggas did not have money before the pandemic that why all these hoes was gay 🤫	offensive
13927	1267564223162454016_twitter	im watching arabs inside the mind of an igl rn	offensive
12696	1204525535495368704_twitter	why is it so hard to meet jewish women i know all em ain ’ t die in the holocaust	undecided
7523	1179049804531408896_twitter	<user> <user> <user> <user> <user> but nobody is above the law illegal immigrants have raped and murdered ppl with no consequences but nobody is above the law	normal
15118	15840111_gab	just look at arab non muslims berbers druze alawites even the christian arabs are low iq chimps completely retarded societies whether based on islam or not	offensive
18846	2984501_gab	<user> conversano seen by some as controlled opposition advocates frontal clash risks civil war whereas the french white population has no weapons contrary to the heavily armed ghettos good idea	offensive
16998	21288126_gab	when the muslim rape gangs take over california and they are running around asking where are all the infidel women at just direct them to the youtube and google headquarters	hatespeech
3758	1178972010963259392_twitter	<user> <user> in a country mostly populated by blacks and the ppl with money make up about <percent> of the population would you still say that the money is in the hands of white ppl 🤔	normal
18193	25550748_gab	black arabs people made slaves of blacks african first then made slaves of white people who were called white gold worth a lot portuguese took from africa <number> million black slaves to brazil today <number> million africans are slaves to muslim masters so black america grow up	normal
5335	20821499_gab	sometimes you can know a mudshark just by looking at her	offensive
5062	1178765107062546434_twitter	fcking retard take xhaka off not torriera	normal
19172	4770465_gab	be honest and speakfreely gabfam is there anyone here part of the altright that has a problem with me or others for being of other races and orientations despite being sympathetic to your cause and being fellow white rights advocates i do not get offended easily genuinely curious gab maga	offensive
4257	17943455_gab	please stop posting photos of the moslem faggot and the crooked white whore please im sick of them please stop	hatespeech
16465	19404399_gab	whoopi goldberk aka caryn johnson is a stupid nigger with no brain	hatespeech
18963	3734130_gab	what i want to know is when these <number> idiot ghetto rats from chicago go to prison who gets their bus stops bathroom stalls stop signs they spray painted to claim ownership of the state a rival gang russia oprah	hatespeech
11466	11313936_gab	even whites hate whites in fact to not hate yourself if you are white and to think you have a right to exist is white supremacy in the current year so it just objectively true	offensive
15722	17344995_gab	all this african gentleman want to do is enrich israel their women are being denied his shalom because israeli government officals hate him because of the colour of his skin	offensive
19601	7232065_gab	let me get this straight ok if i convert to islam i can abuse women and children without catching any heat right i get a pass right hum	hatespeech
1303	20151499_gab	paul joseph watson thinks he looks cool with a ciggie hanging out of his big nigger lips	hatespeech
12577	11968789_gab	most western europeans would rather be killed or raped not a play on words or a euphemism or have their children killed or raped by evil muslim invaders then be called a racist bigot xenophobe or islamaphobe cultural marxism schooling has brain washed them into submissive spineless pussies	offensive
19320	5581350_gab	is retard a pronoun	offensive
16114	18397679_gab	if white people in <number> are supposed to feel guilt because other people who were white not necessarily even any stinking relation owned slaves then black people should feel guilt that other blacks not necessarily even stinking related to them captured black people and sold them as slaves	undecided
11795	1164734938228412416_twitter	currently in an area of bk full of jews who would not help me even if i was shot point blank in front of them	offensive
8164	1178891359031218176_twitter	<user> i have worshipped her since i have memory bc it is my job as a queer	normal
3568	1179020387075706880_twitter	<user> <user> are they considered refugees if they broke the law before the storm not trolling genuinely curious about when the refugee status is applied	normal
17917	24524671_gab	israel defends it self from attack braindead tell the arabs to stop attacking and then ask israel	undecided
6554	14287638_gab	more kike propaganda in europe almost no one circumcises their boys it genital mutilation	hatespeech
10388	1080666007553880069_twitter	<user> you using big words im mentally retarded 💀 jk jk	offensive
9632	1179005740893265920_twitter	stop being gay	offensive
9596	13814717_gab	these sub humans are out of control hey civic nationalists you think you will have our constitution when we are a minority it already dead with these nip kike nigger spic etc judges	hatespeech
9631	18744398_gab	a sand nigger with an agenda	hatespeech
12885	1212594168834351105_twitter	this sleeping alone shit is ghetto	offensive
308	1177919602841571328_twitter	swear these niggas some females now	normal
17995	24805566_gab	read your own bio retard	offensive
1202	19156920_gab	a cunardly group sex mobile glory hole device its no3 on the takeaway menu cunardly made ceramic sinks a cunardly sink chink	normal
15078	15739185_gab	spin the wheel of sexual harassment folks who will it be next and for what crime mccain violation of the logan act podesta for the evil that he is clinton of course but pick your fucking poison	offensive
339	25319944_gab	just saw on here that he used to go by the name of joker on twitter if so then i am pretty sure i have come across this paki creature in passing before my ban hes not very popular on there is he	offensive
8331	1178835527992303617_twitter	<user> they will pull laws out they ass to let them white cops get away with murder	normal
3959	1179085005030645760_twitter	ben platt and david corenswet called me their bitch	offensive
9879	1179093240433250307_twitter	i wonder do she kno her gf a super duper slut	offensive
8655	8205555_gab	average iq of a moslem cockroach is <number> is the average muslim iq really that high the religion of peace teaches muslims to hate from a very early age and that hate is reinforced throughout life	hatespeech
13527	12466309_gab	you have got to be a special kind of stupid to get into one of these rape victim transport systems piloted by goathumping sandniggers	hatespeech
13476	1242255033640595466_twitter	who still argue in <number> that ’ ghetto 🙄 😒	offensive
4834	1188607020783538176_twitter	bitches love bath and body works but hate to put they body in a bath and go to work i can not with these bitches	offensive
8612	1090415029655166976_twitter	nuke the unborn gay whales for jesus	normal
6794	27078787_gab	lmfao are you actually this goofy i get the feeling you are either a nigger or a female i am going to have to throw in a noogie	hatespeech
17086	21677086_gab	there will be a hole who will say you tell refugees to go back to syria and fight for their own country but do not say it to sa farmers need to have a strong and elegant response	normal
7263	1178913944489955328_twitter	<user> <user> it a parody they wrote it down then sent it to you the only ones who voted were the breitbart staff though the staff are all white supremacy nazis not all of them voted for you suck it up buttercup	normal
15353	16394843_gab	we lost a young white male to suicide last night if you are hurting talk to someone even a stranger my bros reach out to our youth let them know they matter counteract the anti white vitriol being vomited at them every day	normal
11335	1122535416538644480_twitter	<user> bitch is stupid	normal
3438	1087186820662624256_twitter	tom brady seriously is a homo	offensive
1192	13003308_gab	within hours of the first indictments in the duke lacrosse case later all thrown out the media was bristling with information about the players parents the homes they grew up in the ritziness of their neighborhoods and the tuition at their catholic high schools brown moslem girlfriend <number>	normal
16685	20061094_gab	here let me help you out bro since you can not even point to the place of my origin on a map i circled it for you now look at where africa is now explain to me how i have negroid skull <user>	undecided
9104	5695445_gab	well then send some coon estrogen to my wife she turning more liberal breath by breath due to fake news i do not know how much more i can take hell between her and my two daughters hormones i have started growing breast tissue like pseudo naturally becoming bruce jenner	hatespeech
13454	1241546381539581953_twitter	i heard on the radio that neo nazis and white supremacists gangs were planning on deliberately spreading coronavirus to cops and jews lmao	offensive
4803	1178949657197760513_twitter	tht nigga bored and i really just wish he leave me alone lik	normal
964	13675592_gab	smallest amount in the kike bowl	hatespeech
1031	1178437632709152768_twitter	spiderland also hitting different in the fall	normal
5559	1178632380090683392_twitter	<user> sit tight and stfu degenerate uneducated faggots	hatespeech
11700	1161218532815921152_twitter	sure jews may sex traffic kids and rape them but dont forget about the holocaust	undecided
16380	19096312_gab	i avoid it shithole thanks to illegals they have pretty much forced blacks from there due to racial violence	normal
4955	1187406485128695809_twitter	thought she was a pretty rickey bitch but she like yo gotti	normal
3713	1170815051634270208_twitter	racists in denton 🤷 🏽 \u200d ♀️ 😂 never thought i d see it but here we are i got called a nigger at home depot 😅 not just once but multiple times	offensive
12836	1210439929198608384_twitter	ever since i called my dad out on he homophobia he stopped a winning	normal
10470	1083771734472327168_twitter	<user> even my tsa co workers here like you want that wall and hate immigrants that much	offensive
17741	23933864_gab	good point you are wholly correct married women with children have a stake in the future they are forced to look beyond immediate gratification towards the best outcome for their children and grandchildren	normal
9346	14075812_gab	there no such thing as radical islam it just islam rape mass murder are part parcel of daily moslem life it their culture it who they are	hatespeech
11043	1110037292419375104_twitter	i am such a shady hoe omg	normal
587	24033780_gab	sorry mate my comment was more so aimed at the self professed kike killer	hatespeech
17695	23794758_gab	you are confusing jews with whites again	normal
19637	7514897_gab	at this point if you support democracy then your vote really is worth no more than a retarded black welfare mom less if she bussed to vote <number> times	undecided
7401	15883236_gab	i was gassing coons and kikes when you were just a fan i got bunkers filled with nothing but zyklon cans	hatespeech
11772	1164149841225834496_twitter	im so horny looking for someone who can help me to cum horny sexe milf sexy cumtribute domina gay bisexual littledick cock hot	normal
1109	1179023688655618050_twitter	but you guys went and elected the biggest fucking faggot in america	offensive
2005	1179086593694535681_twitter	<user> <user> <user> <user> <user> <user> <user> <user> the bible came before islam and the quran if i remember correctly	normal
2499	1178747464171556864_twitter	bitches b a different type dumb ain t no way i am holding a nigga in jail down you all lives must be very boring	offensive
11945	11696585_gab	now just to tweak the leftists trump should sign an executive order admitting all white south africans this will prove he has nothing against immigrants and in that case they would actually be refugees too in need of safe harbor	normal
11387	1125081736554123265_twitter	ramadan kareem to all my mutuals muslims and all muslims around the world 💖	normal
11926	11689511_gab	you mean like on the cosby show the make believe kind or maybe a few around dc what we have created a make believe black midge class via gov make work jobs dunno do know it a hell of a lot easier to find a negro ghetto than a white one	offensive
15373	16438766_gab	you wont do shit sand nigger	hatespeech
9367	21884077_gab	it is that another beaner who won the affirmative action diversity lottery	hatespeech
2852	20824229_gab	where terry a davis when we need him to expose this whiny rat as a vicious cia nigger attemting to bring communism in america	hatespeech
7625	1178900155124174848_twitter	<date> is a tuesday the hefty pric ei must pay to see svt live	normal
20093	9727340_gab	far right is a term used to describe white people who are willing to stand up and protect our families and our nations from hostile invaders far right family westernvalues freedom tyranny european immigrants invaders	offensive
2470	1178839305604739072_twitter	<user> the only woman of color in the room is the chinaman doing the interview	offensive
14574	14172972_gab	i am not proud of it but i used to believe this also mainly because of people like him there a lot of misinformation out there mainly because so many on the right want to prove their virtue to the left a retarded idea on multiple levels	offensive
2609	27446948_gab	in englandstan mass paki gangs raping white children is less offensive than typing nasty words online according to britishstani police they say they have no resources to round up <number> thousand known moslem terrorists but have enough resources to arrest people that say nasty words you work it out	hatespeech
9365	25572783_gab	trump makes them strip off their masks but is this a case of trump pushing them to the left on they are simply of the left controlled opposition bill c said the same things as trump about immigration but the only wetback he wanted deported was elian gonzales	hatespeech
19783	8293138_gab	to twitter refugee resettlement specialist absolute brilliant user name	normal
15712	17323939_gab	as long as being a ghetto rat is pleasant no work free money and housing easy drugs kids will get sucked into it mandatory hard labor for jobless people would boost nation coffers and improve ghetto health while drastically depopulating it	undecided
5771	19241835_gab	true story nigger tryed to run me over in a car at a party missed and killed a girl hung himself in jail	hatespeech
10195	10681081_gab	a million thumbs up we need museums of victims there have been so many as is we do not even have many online memorials for white victims of black violence the memorial pages for victims of illegal alien crime are very simplistic wichita massacre victims deserve a monument	normal
5368	1177565490320949253_twitter	prolly heard i was broke from a broke nigga prolly heard i was a hoe from a hoe 🤒	normal
9442	18971905_gab	americans only because they are not willing to live in communist or moslem countries if they can not be in control of government though they would force such brutal policies upon us if given the chance	normal
7539	1179083549439193089_twitter	rosie o ching chong wing wong i hate chinks donnell	hatespeech
11239	1117597598666362881_twitter	y ’ all bitches walk around y ’ all dirty ass cribs with nothing on y ’ all feet amp y ’ all want a nigga to suck your toes spare me	offensive
7309	1089815734950264832_twitter	it so funny to me that whoever hates on tøp the clique will find them and play along kdkjskjssjk	normal
8639	17753551_gab	the alt right is celebrating because the god emperor called a bunch of nigger countries shitholes and that makes up for having a cabinet staffed by globalist kikes and neocons trump not even knowing his own immigration policies how easily distracted you are by cheap gimmicks	hatespeech
411	13565733_gab	is it gonna be you you said they offered to let you be in playboy in the <number> maybe they are not ready for a kike whose make up makes her look like a neanderthal painted up as a shemale rodeo clown <user>	hatespeech
8921	23512106_gab	zucc does not want laws to protect kids online what a sick fuck this kike is	hatespeech
10075	10192109_gab	brown and black skin cultures seem disproportionately obsessed with white women because when it comes to attractiveness and mating nothing comes close to putting a paw on white women	offensive
1631	1121666365155188736_twitter	thanos so op bro like how this nigga win back to back	normal
12589	1197226143549546496_twitter	<number> i ’ m coming for u hoe	offensive
5810	27275815_gab	if that kike is whining and bitching i say make trump emperor for life	hatespeech
2966	4235205_gab	black republicans have been called uncle toms black trump supporters are being called coons and even those who did not vote for trump are ostracized as coons for simply meeting with him no amount of appeasing will change that i say embrace it	normal
496	1179076585703530497_twitter	<user> i fucking hate you and i always will ❤️	normal
19804	8447501_gab	the <user> resigning would be a start a ghetto for muslims would be better the english invented concentration camps and are good at using them	normal
19158	4730172_gab	people who use gab are nazi people who voted for trump are nazi delete uber or your a nazi hm installing uber now had i never actually studied the history that these retarded extremist leftist obviously did not i would be convinced that these nazi fellows were pretty awesome guys	offensive
3282	5708239_gab	if i was trump i would certainly not be broadcasting my intentions for these hooknosed bastards he has been tossing them a bone for the time being while he figures out the correct strategy needed to eliminate this toxic and distractive influence from the world	hatespeech
15322	16330483_gab	back in the <number> when thousands sat in lines to get gas we had an expression for the arabs that were hoarding their oil sandniggers some how describing the moslem menace we are facing today that same descriptor fits rather well	hatespeech
16631	1992768_gab	tradition the most brutal fights every black friday can be found at walmart usually triggered by minorities fighting over shit made in china i do not care for my fellow asians much but i would trade all this ghetto trash in for boatloads of japanese and koreans speekfreely maga gabfam	hatespeech
12268	1183144820614799360_twitter	<user> again get ur hair sorted u melt and go golf with ur dad u freaky retard	offensive
2427	24438781_gab	the kike code is the death of white western civilization	hatespeech
2323	21793609_gab	emma gonzalez is not just a skinhead lesbian she a wetback too	offensive
9727	21364889_gab	dyke dyke dyke dyke faggot faggot faggot faggot nigger nigger nigger nigger whitey whitey whitey whitey wetback wetback wetback wetback sandnigger sandnigger sandnigger sandnigger kike kike kike kike retard retard retard retard i can play this child game all day long on gab speak freely	offensive
7773	1089311340517306368_twitter	dawson smith with a triple and a taylorville timeout shoes lead <number> <number> with <time> left	normal
1517	17948021_gab	black boy what is socialism mother that when the white man works pays taxes so that blacks illegals refugees and muslimes can have free stuff the boy said do not the white people get mad 😡 the mother said yea and that called racism	normal
2505	1164948545759264769_twitter	niggas be lying i be believing em 🥺	normal
12229	11821251_gab	you and many other moslems would not however advertise that fact to other muslims particularly not in muslim controlled countries	normal
